label,text;
"senang,""berilah dirimu waktu untuk belajar sesuatu yang baik, dan berhentilah berkeliaran kesana-kemari sebuah pelajaran berharga.""";
"netral,""kata marcus aurelius: aku belajar membaca dengan teliti dan tidak puas dengan pemahaman kasar tentang keseluruhan, dan tidak segera setuju dengan mereka yang banyak bicara tentang sesuatu""";
"netral,""seperti kata marcus aurelius: jika kamu tertekan oleh sesuatu yang eksternal, rasa sakitnya bukan karena hal itu sendiri, tetapi karena penilaianmu terhadapnya";" dan ini dapat kamu batalkan kapan saja"""
"jijik,""marcus aurelius mengingatkan: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius""";
"cape,""kata marcus aurelius: terimalah tanpa kesombongan, lepaskan tanpa perjuangan""";
kaget,marcus aurelius berkata: dapatkah proses penting terjadi tanpa sesuatu yang berubah. demikian pesan sang filsuf;
"cape,""[aku belajar] membaca dengan tekun";" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan — marcus aurelius"""
kaget,marcus aurelius berkata: peringatan marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam;
"cape,""kata marcus aurelius: sadarilah ini, dan kamu akan menemukan kekuatan""";
kaget,dapatkah proses penting terjadi tanpa sesuatu yang berubah. pesan marcus aurelius;
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam — marcus aurelius — marcus aurelius;
kaget,dapatkah proses penting terjadi tanpa sesuatu yang berubah — marcus aurelius;
"senang,""mencintai hanya apa yang terjadi, apa yang sudah ditentukan. pesan marcus aurelius.. demikian pesan sang filsuf.""";
kaget,dapatkah proses penting terjadi tanpa sesuatu yang berubah;
marah,seperti kata marcus aurelius: berapa banyak lebih berat akibat kemarahan dibandingkan penyebabnya. demikian pesan sang filsuf.;
"senang,""jangan bertindak seolah-olah kamu akan hidup sepuluh ribu tahun. kematian menggantung di atasmu. selama kamu hidup, selama itu dalam kekuasaanmu, berbuatlah baik — filsuf stoa.. demikian pesan sang filsuf.""";
netral,kata marcus aurelius: tidak pernah ada kebutuhan untuk terlalu terbawa-bawa atau meresahkan jiwamu tentang hal-hal yang tidak bisa kamu kendalikan;
"cape,""kata-kata bijak marcus aurelius: [aku belajar] membaca dengan tekun";" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan — marcus aurelius"""
"sedih,""kata-kata bijak marcus aurelius: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'""";
netral,apa yang lebih dekat dengan hati alam;
"senang,""aturan pertama adalah menjaga semangat yang tenang. kedua adalah menghadapi hal-hal sebagaimana adanya dan mengenalinya untuk apa adanya. pesan marcus aurelius. — marcus aurelius, meditations""";
"senang,""bukan tanda kejantanan untuk menjadi marah. sebaliknya, kelembutan dan kesopanan lebih manusiawi, dan oleh karena itu lebih jantan. semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan — filsuf stoa.""";
"netral,""hiduplah dengan bijak: jangan biarkan masa depan mengganggumu. kamu akan menghadapinya, jika perlu, dengan senjata alasan yang sama yang hari ini melindungimu dari saat ini""";
"marah,""hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil. itulah nasihat marcus aurelius. — marcus aurelius, meditations""";
"sedih,""seperti kata marcus aurelius: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'""";
"jijik,""kata-kata bijak marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf.""";
"cape,""terimalah tanpa kesombongan, lepaskan tanpa perjuangan — filsuf stoa.""";
netral,marcus aurelius berkata: hal-hal ini tidak meminta untuk dinilai olehmu. demikian pesan sang filsuf.;
"marah,""mulailah setiap hari dengan memberi tahu dirimu sendiri: hari ini saya akan bertemu dengan gangguan, ketidakberterimaan, ketidakadilan, kemauan buruk, dan egoisme - semuanya karena ketidaktahuan pelaku tentang apa yang baik atau jahat. itulah nasihat marcus aurelius.. demikian pesan sang filsuf.""";
"sedih,""kata marcus aurelius: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya""";
jijik,marcus aurelius berkata: itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf;
senang,kata-kata bijak marcus aurelius: tetaplah tenang dan damai terlepas dari apa yang hidup hadirkan padamu;
"kaget,""dapatkah proses penting terjadi tanpa sesuatu yang berubah — marcus aurelius, meditations""";
"sedih,""pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam""";
"jijik,""ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura. itulah nasihat marcus aurelius.""";
"jijik,""seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh""";
"sedih,""peringatan marcus aurelius: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — marcus aurelius""";
"sedih,""marcus aurelius berkata: peringatan marcus aurelius: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok""";
"kaget,""marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa""";
senang,renungkanlah keindahan hidup. pesan marcus aurelius.;
kaget,kata marcus aurelius: marcus aurelius berkata: takut akan perubahan;
"sedih,""seperti kata marcus aurelius: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam""";
"senang,""hiduplah dengan bijak: bukan tanda kejantanan untuk menjadi marah. sebaliknya, kelembutan dan kesopanan lebih manusiawi, dan oleh karena itu lebih jantan. semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan""";
"marah,""setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya""";
"senang,""yang tidak baik untuk sarang, tidak baik untuk lebah — marcus aurelius, meditations""";
"takut,""seperti kata marcus aurelius: peringatan marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"marah,""pertahankan daftar di hadapan pikiranmu tentang mereka yang terbakar kemarahan dan kekecewaan terhadap sesuatu, bahkan yang paling terkenal karena kesuksesan, kemalangan, perbuatan jahat, atau prestasi istimewa apa pun. kemudian tanyakan pada dirimu sendiri, bagaimana hasilnya? asap dan debu, materi dongeng sederhana yang berusaha menjadi legenda — filsuf stoa.""";
"jijik,""hiduplah dengan bijak: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf.""";
"netral,""tidak ada tindakan sembarangan, tidak ada yang tidak didasarkan pada prinsip-prinsip mendasar — marcus aurelius""";
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga. pesan marcus aurelius""";
netral,karena dalam kekuasaanmu untuk mundur ke dalam dirimu sendiri kapan saja kamu mau. itulah nasihat marcus aurelius.;
netral,bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu. pesan marcus aurelius.;
"takut,""marcus aurelius berkata: peringatan marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
kaget,takut akan perubahan;
"marah,""kata marcus aurelius: pertahankan daftar di hadapan pikiranmu tentang mereka yang terbakar kemarahan dan kekecewaan terhadap sesuatu, bahkan yang paling terkenal karena kesuksesan, kemalangan, perbuatan jahat, atau prestasi istimewa apa pun. kemudian tanyakan pada dirimu sendiri, bagaimana hasilnya? asap dan debu, materi dongeng sederhana yang berusaha menjadi legenda""";
"takut,""hiduplah dengan bijak: hiduplah dengan bijak: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam — filsuf stoa;
cape,kata-kata bijak marcus aurelius: lihatlah ke dalam dirimu; ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat
"sedih,""marcus aurelius berkata: seperti kata marcus aurelius: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — marcus aurelius, meditations""";
"senang,""peringatan marcus aurelius: bukan tanda kejantanan untuk menjadi marah. sebaliknya, kelembutan dan kesopanan lebih manusiawi, dan oleh karena itu lebih jantan. semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan — marcus aurelius, meditations""";
senang,tetaplah tenang dan damai terlepas dari apa yang hidup hadirkan padamu;
"senang,""aturan pertama adalah menjaga semangat yang tenang. kedua adalah menghadapi hal-hal sebagaimana adanya dan mengenalinya untuk apa adanya — marcus aurelius — marcus aurelius, meditations""";
"cape,""hiduplah dengan bijak: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — marcus aurelius, meditations — marcus aurelius""";
"takut,""renungkan: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius, meditations""";
"takut,""hiduplah dengan bijak: renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"sedih,""seperti kata marcus aurelius: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya""";
netral,kata marcus aurelius: apa yang lebih dekat dengan hati alam;
"takut,""kata marcus aurelius: marcus aurelius berkata: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
senang,bukan tanda kejantanan untuk menjadi marah. pesan marcus aurelius.;
"kaget,""marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga sebuah pelajaran berharga""";
"jijik,""marcus aurelius berkata: itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius, meditations — marcus aurelius""";
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa.. demikian pesan sang filsuf""";
"jijik,""seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius, meditations""";
kaget,dapatkah proses penting terjadi tanpa sesuatu yang berubah. demikian pesan sang filsuf — marcus aurelius;
"marah,""dalam meditations, marcus aurelius menulis: setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah""";
netral,marcus aurelius mengingatkan: karena dalam kekuasaanmu untuk mundur ke dalam dirimu sendiri kapan saja kamu mau. demikian pesan sang filsuf.;
"cape,""dalam meditations, marcus aurelius menulis: terimalah tanpa kesombongan, lepaskan tanpa perjuangan — marcus aurelius""";
"takut,""marcus aurelius berkata: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius.""";
"kaget,""kata marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius, meditations""";
netral,hari-harimu dihitung. pesan marcus aurelius.;
"kaget,""marcus aurelius berkata: marcus aurelius berkata: takut akan perubahan — marcus aurelius, meditations""";
"jijik,""jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — filsuf stoa""";
"cape,""dalam meditations, marcus aurelius menulis: lihatlah ke dalam dirimu";" ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat — marcus aurelius"""
"sedih,""seperti kata marcus aurelius: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.' — marcus aurelius""";
"jijik,""ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura. demikian pesan sang filsuf.""";
"jijik,""kata marcus aurelius: marcus aurelius berkata: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura""";
"kaget,""marcus aurelius berkata: takut akan perubahan — marcus aurelius, meditations""";
"cape,""dalam meditations, marcus aurelius menulis: kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan""";
"cape,""[aku belajar] membaca dengan tekun";" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan sebuah pelajaran berharga."""
"senang,""kata marcus aurelius: renungkanlah keindahan hidup. lihatlah bintang-bintang, dan bayangkan dirimu berlari bersama mereka. teruslah memikirkan perubahan elemen satu sama lain, karena pemikiran seperti itu membersihkan debu kehidupan duniawi — marcus aurelius, meditations""";
"netral,""marcus aurelius mengingatkan: hari-harimu dihitung. gunakanlah untuk membuka jendela-jendela jiwamu ke matahari. jika tidak, matahari akan segera terbenam, dan kamu bersamanya. demikian pesan sang filsuf.""";
"cape,""kata marcus aurelius: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan. demikian pesan sang filsuf.""";
"senang,""renungkanlah keindahan hidup. lihatlah bintang-bintang, dan bayangkan dirimu berlari bersama mereka. teruslah memikirkan perubahan elemen satu sama lain, karena pemikiran seperti itu membersihkan debu kehidupan duniawi""";
"jijik,""marcus aurelius mengingatkan: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh""";
"senang,""kata marcus aurelius: lewati masa singkat ini dengan harmoni dengan alam, dan datanglah ke tempat peristirahatan terakhirmu dengan anggun, sama seperti zaitun yang matang bisa jatuh, memuji bumi yang memberinya makanan dan bersyukur kepada pohon yang memberinya pertumbuhan""";
netral,apa yang kita lakukan sekarang akan bergema dalam keabadian — marcus aurelius;
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga sebuah pelajaran berharga""";
"senang,""marcus aurelius berkata: semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan""";
"cape,""seperti kata marcus aurelius: [aku belajar] membaca dengan tekun";" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan — marcus aurelius"""
netral,kata marcus aurelius: karena dalam kekuasaanmu untuk mundur ke dalam dirimu sendiri kapan saja kamu mau;
senang,hidup singkat - buah dari hidup ini adalah karakter yang baik dan tindakan untuk kebaikan bersama. itulah nasihat marcus aurelius.;
"marah,""balas dendam terbaik adalah menjadi tidak seperti orang yang melakukan kejahatan sebuah pelajaran berharga. — marcus aurelius, meditations""";
"jijik,""marcus aurelius berkata: kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan — marcus aurelius""";
"jijik,""marcus aurelius berkata: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan""";
"kaget,""kata marcus aurelius: marcus aurelius berkata: takut akan perubahan — marcus aurelius, meditations""";
"takut,""hiduplah dengan bijak: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — filsuf stoa""";
"cape,""marcus aurelius mengingatkan: terimalah tanpa kesombongan, lepaskan tanpa perjuangan""";
kaget,peringatan marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam — marcus aurelius;
"cape,""penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — filsuf stoa""";
